	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D2	D3
Cluster-7853.14407	6	1	2	1	0	17	2	10	0	0	3	0
Cluster-7853.14408	17	12	0	2	4	4	9	3	1	12	11	1
Cluster-7853.14409	214	145	71	32	33	54	97	76	27	25	100	22
Cluster-7853.14410	230	113	90	59	31	192	62	78	53	103	86	37
Cluster-7853.14411	55	41	16	3	7	19	5	14	6	12	20	3
Cluster-7853.14412	31	25	15	3	3	62	2	9	3	15	17	3
Cluster-7853.14413	75	41	25	19	9	30	23	48	4	14	35	5
Cluster-7853.14414	14	5	1	0	0	6	1	2	0	2	2	0
Cluster-7853.14415	48	5	7	0	2	8	3	12	2	1	5	0
Cluster-7853.14416	65	223	22	14	6	20	14	37	3	25	32	4
Cluster-7853.14417	24	19	10	0	1	23	4	7	3	15	6	1
Cluster-7853.14418	9	2	3	0	1	88	3	3	1	1	17	2
Cluster-7853.14419	143	95	25	51	18	110	44	65	25	56	87	13
Cluster-7853.14420	1966	1055	654	277	175	523	701	636	221	510	1091	171
Cluster-7853.14421	941	525	305	160	103	259	345	336	109	239	561	99
Cluster-7853.14422	44588	21917	14406	6349	4299	11470	16766	14711	5369	11600	22846	5108
Cluster-7853.14423	12255	6247	4149	1658	1133	3190	3968	3749	1438	3086	6317	1357
Cluster-7853.14424	1472	951	473	283	189	551	597	637	236	401	771	199
Cluster-7853.14425	296	157	54	73	33	158	100	117	36	86	146	20
Cluster-7853.14426	639	307	155	123	70	242	221	226	66	167	324	61
Cluster-7853.14427	120	108	26	13	10	213	35	35	10	37	60	5
Cluster-7853.14428	771	800	320	184	133	254	270	485	158	233	397	68
Cluster-7853.14429	5870	2715	1585	1132	748	1537	2573	1994	827	1428	3158	843
Cluster-7853.14430	2663	1252	941	474	336	721	1144	937	381	741	1494	344
Cluster-7853.14431	188	77	60	23	20	40	21	38	17	45	82	12
Cluster-7853.14432	113	74	69	18	15	34	34	14	14	34	62	8
Cluster-7853.14433	47477	23513	15369	8247	5257	12903	19842	16571	6541	12659	25785	6349
Cluster-7853.14434	490	265	143	43	34	110	111	121	37	126	237	32
Cluster-7853.14435	545	313	132	80	51	240	167	167	75	117	260	53
Cluster-7853.14436	80	23	4	6	2	21	5	7	4	9	29	5
Cluster-7853.14437	2167	1095	516	341	188	672	743	663	238	481	1165	175
Cluster-7853.14438	24251	11627	7408	4737	2902	6818	10790	8981	3495	6630	13001	3619
Cluster-7853.14439	28	6	0	4	2	22	3	7	5	2	13	0
Cluster-7853.14440	6	10	0	1	0	19	2	1	2	5	1	0
Cluster-7853.14441	20	11	14	4	4	21	3	7	2	4	5	2
Cluster-7853.14442	4602	2368	1332	645	433	1427	1495	1361	535	1085	2225	457
Cluster-7853.14443	808	547	220	129	59	241	281	243	75	175	398	69
Cluster-7853.14444	5327	2822	1669	721	481	1424	2028	1815	597	1421	2801	527
Cluster-7853.14445	44	40	15	4	7	31	17	17	6	17	23	1
Cluster-7853.14446	50	16	5	3	1	25	11	13	4	12	21	1
Cluster-7853.14447	41	0	0	1	0	0	0	1	0	0	2	1
Cluster-7853.14448	26	23	15	4	2	17	6	3	4	0	12	3
Cluster-7853.14449	122	35	51	9	7	40	14	26	10	11	19	5
Cluster-7853.14450	159	26	49	8	4	50	16	20	13	8	22	6
Cluster-7853.14451	1565	765	416	222	156	515	516	429	170	404	793	168
Cluster-7853.14452	76	5	1	1	0	1	1	1	1	2	18	1
Cluster-7853.14453	28037	13034	7675	4141	2777	6611	10364	8417	3487	6408	14422	3295
Cluster-7853.14454	21873	10055	5924	3142	2113	5114	7915	6529	2566	4888	11232	2392
Cluster-7853.14455	138	51	45	48	24	88	43	86	15	33	45	13
Cluster-7853.14456	45	29	17	9	9	28	10	50	6	14	17	6
Cluster-7853.14457	65	100	8	11	11	16	9	24	8	13	25	4
Cluster-7853.14458	111	94	9	4	7	41	22	34	16	31	40	9
Cluster-7853.14459	774	373	250	87	44	243	222	227	66	182	393	64
Cluster-7853.14460	48	35	23	9	8	9	7	31	9	4	22	1
Cluster-7853.14461	49	25	12	2	6	25	9	13	6	13	18	6
Cluster-7853.14462	21577	9939	6578	3280	2193	5638	8663	7309	2728	5474	11254	2587
Cluster-7853.14463	25	27	10	4	4	40	8	9	5	5	30	5
Cluster-7853.14464	114	11	3	1	2	9	6	14	4	7	20	2
Cluster-7853.14465	1028	514	265	112	79	303	313	273	94	246	504	97
Cluster-7853.14466	87	72	25	17	5	78	40	30	17	24	56	8
Cluster-7853.14467	1454	818	423	217	167	388	538	456	170	363	778	177
Cluster-7853.14468	399	188	102	45	35	194	135	137	38	116	167	36
Cluster-7853.14469	2666	1514	768	384	211	702	1026	746	282	575	1400	250
Cluster-7853.14470	9944	4632	2969	1753	1086	2507	3795	3325	1328	2410	5087	1229
Cluster-7853.14471	254	168	82	32	12	90	77	77	20	69	131	30
Cluster-7853.14472	1487	741	446	183	115	340	517	468	145	341	793	162
Cluster-7853.14473	370	176	94	70	46	153	148	120	59	107	289	39
Cluster-7853.14474	335	195	81	54	34	146	133	117	58	84	209	37
Cluster-7853.14475	114	52	8	12	8	99	11	23	8	34	46	4
Cluster-7853.14476	602	291	129	125	57	213	162	212	83	158	261	54
Cluster-7853.14477	11354	5706	3581	1903	1217	3122	4678	3834	1505	2834	6034	1400
Cluster-7853.14478	31989	15314	9808	5402	3564	8672	13391	11035	4482	8382	17465	4309
Cluster-7853.14479	57772	26375	15501	8693	5741	14369	23409	18407	7052	14127	31256	6761
Cluster-7853.14480	30	5	23	9	3	12	2	13	3	6	6	0
Cluster-7853.14481	864	574	258	149	88	239	274	332	126	223	435	56
Cluster-7853.14482	524	349	123	101	59	224	206	184	95	147	302	54
Cluster-7853.14483	331	189	96	54	23	124	128	129	38	94	282	38
Cluster-7853.14484	322	147	35	54	28	90	71	109	40	61	109	17
Cluster-7853.14485	240	134	69	44	29	92	80	82	35	70	129	21
Cluster-7853.14486	154	81	38	17	13	58	42	47	8	48	75	17
Cluster-7853.14487	3698	1858	1137	510	364	1024	1408	1119	462	969	1992	423
Cluster-7853.14488	346	254	104	67	29	115	97	137	54	99	190	24
Cluster-7853.14489	657	362	195	108	53	200	192	228	92	149	292	35
Cluster-7853.14490	36	20	7	4	5	12	15	8	2	6	15	0
Cluster-7853.14491	49	39	14	12	3	18	22	23	9	13	22	8
Cluster-7853.14492	6008	2872	1744	833	468	1451	2202	1793	658	1451	3113	622
Cluster-7853.14493	560	265	126	135	62	173	146	197	68	133	246	53
Cluster-7853.14494	14304	6965	4295	1877	1287	3442	4971	4148	1625	3386	7608	1442
Cluster-7853.14495	48	27	14	7	5	15	13	16	2	7	16	3
Cluster-7853.14496	121	73	28	14	13	141	32	31	11	40	60	8
Cluster-7853.14497	683	221	104	61	40	130	157	142	48	94	229	45
Cluster-7853.14498	343	160	84	38	28	245	121	102	38	80	171	33
Cluster-7853.14499	8	1	1	2	2	0	0	3	0	0	26	0
Cluster-7853.14500	424	273	118	81	45	201	138	178	44	117	238	30
Cluster-7853.14501	239	136	41	74	28	116	68	144	20	56	95	21
Cluster-7853.14502	209	93	44	31	30	47	57	57	22	50	74	14
Cluster-7853.14503	410	201	134	53	33	79	146	132	50	100	167	49
Cluster-7853.14504	120	73	36	47	19	55	29	57	16	35	64	10
Cluster-7853.14505	55428	26298	16192	8297	5471	13590	20891	16980	6942	13303	29840	6487
Cluster-7853.14506	245	43	15	19	7	43	15	49	4	22	42	3
Cluster-7853.14507	1948	1339	652	373	219	635	664	780	287	535	925	191
Cluster-7853.14508	23884	11392	6899	3587	2465	6121	9345	7800	2920	5827	12435	2835
Cluster-7853.14509	34	17	7	3	4	24	6	6	1	11	11	4
Cluster-7853.14510	480	254	132	92	46	150	172	196	55	122	233	46
Cluster-7853.14511	527	266	129	66	35	174	124	145	38	133	244	27
Cluster-7853.14512	190	98	52	20	8	46	46	51	15	71	107	13
Cluster-7853.14513	236	165	74	57	36	80	89	98	29	81	129	15
Cluster-7853.14514	436	202	136	41	36	97	116	139	43	108	217	44
Cluster-7853.14515	241	155	65	65	33	92	53	151	44	80	106	15
Cluster-7853.14516	66	65	26	14	7	60	31	23	11	39	42	11
Cluster-7853.14517	217	224	43	42	22	72	87	101	25	52	90	18
Cluster-7853.14518	155	212	52	28	14	55	51	80	28	53	87	13
Cluster-7853.14519	97	12	1	3	2	12	10	8	4	8	37	1
Cluster-7853.14520	111	37	15	8	7	24	24	18	8	20	36	8
Cluster-7853.14521	124	25	13	6	4	14	15	8	3	13	45	4
Cluster-7853.14522	36	5	1	2	0	1	3	1	0	1	5	0
Cluster-7853.14523	304	160	120	81	57	184	96	97	53	112	140	27
Cluster-7853.14524	84	82	15	8	3	215	19	22	3	37	28	6
Cluster-7853.14525	28	25	0	0	0	37	2	4	0	4	5	0
Cluster-7853.14526	126	131	50	22	10	84	24	62	12	35	157	9
Cluster-7853.14527	60	86	16	9	6	68	9	23	5	27	32	4
Cluster-7853.14528	162462	143548	111876	64359	59773	87249	139468	139703	90036	88923	122777	100050
Cluster-7853.14529	370884	389151	297806	196338	175700	225719	317545	338597	270972	239825	339912	298843
Cluster-7853.14530	2149	990	685	288	179	537	798	679	241	525	1085	211
Cluster-7853.14531	123	61	45	30	21	78	26	34	23	41	61	14
Cluster-7853.14532	40	1	0	0	2	0	1	0	2	3	4	0
Cluster-7853.14533	481	127	78	39	25	63	80	80	25	68	155	32
Cluster-7853.14534	87	2	2	2	2	0	3	4	1	1	6	1
Cluster-7853.14535	12	13	3	2	1	6	1	3	2	7	9	2
Cluster-7853.14536	5	5	0	0	0	0	0	5	0	8	4	0
Cluster-7853.14537	650	460	246	217	118	357	243	282	104	163	325	84
Cluster-7853.14538	1188	633	377	143	100	309	445	373	116	307	643	95
Cluster-7853.14539	218	224	99	55	25	52	67	97	46	79	97	20
Cluster-7853.14540	175	89	41	46	11	69	40	97	12	49	53	18
Cluster-7853.14541	274	205	89	30	18	251	82	89	38	89	127	34
Cluster-7853.14542	548	320	224	202	96	395	135	150	119	228	225	71
Cluster-7853.14543	457	284	166	57	37	240	175	129	52	128	246	40
Cluster-7853.14544	76	34	19	20	10	35	26	28	16	28	33	11
Cluster-7853.14545	36	26	5	3	4	20	7	12	4	19	12	3
Cluster-7853.14546	1968	998	675	300	243	546	846	705	276	564	1092	247
Cluster-7853.14547	6	6	5	0	0	1	4	2	4	2	9	0
Cluster-7853.14548	53	120	5	26	7	9	12	20	7	11	24	3
Cluster-7853.14549	14	45	0	5	2	3	5	23	2	8	15	0
Cluster-7853.14550	8	9	1	1	1	1	7	78	0	13	3	0
Cluster-7853.14551	170	92	39	76	23	91	26	247	24	72	68	16
Cluster-7853.14552	19	7	5	4	4	6	2	67	0	7	7	1
Cluster-7853.14553	47	34	6	8	5	19	13	129	8	17	20	2
Cluster-7853.14554	24	10	1	6	2	2	1	51	3	4	9	3
Cluster-7853.14555	7	3	0	0	0	2	5	4	0	0	7	0
Cluster-7853.14556	59	58	32	25	13	38	21	40	17	17	33	7
Cluster-7853.14557	211	111	25	23	9	44	47	35	13	24	31	10
Cluster-7853.14558	65	24	13	7	12	15	7	12	4	15	58	4
Cluster-7853.14559	79	35	5	5	3	31	9	18	6	19	18	1
Cluster-7853.14560	97	6	2	4	6	21	7	19	6	24	16	0
Cluster-7853.14561	42347	44867	36637	35332	32704	43717	39966	44856	34897	34037	53252	43461
Cluster-7853.14562	282	383	100	79	54	119	69	170	48	101	107	20
Cluster-7853.14563	27	23	5	1	2	6	8	6	3	21	14	2
Cluster-7853.14564	88	41	20	21	6	47	24	33	14	27	97	7
Cluster-7853.14565	38042	17760	11000	5436	3659	9637	14831	11974	4574	9430	20484	4415
Cluster-7853.14566	43	34	6	4	3	58	17	13	2	12	29	5
Cluster-7853.14567	4338	2024	1291	522	339	1002	1389	1247	416	978	2089	388
Cluster-7853.14568	1039	554	357	131	87	265	323	335	111	232	550	81
Cluster-7853.14569	605	328	110	98	53	180	172	226	59	120	272	47
Cluster-7853.14570	342	139	56	77	44	128	67	162	37	92	120	25
Cluster-7853.14571	2457	1080	597	287	177	527	805	710	242	513	1216	207
Cluster-7853.14572	91	62	22	20	16	71	20	35	10	25	45	13
Cluster-7853.14573	15	5	0	2	0	3	2	8	1	14	3	2
Cluster-7853.14574	4	12	0	0	0	4	1	5	4	3	18	2
Cluster-7853.14575	27	14	8	5	3	14	3	16	3	21	16	6
Cluster-7853.14576	44	27	6	4	3	50	6	19	4	25	30	1
Cluster-7853.14577	50344	24462	15628	8729	5666	13597	20740	17621	6784	13263	27332	6485
Cluster-7853.14578	2483	1372	873	330	213	657	916	845	311	653	1274	274
Cluster-7853.14579	7990	3895	2415	1078	722	2103	2965	2542	927	1997	4214	848
Cluster-7853.14580	175	5	1	0	2	7	0	0	0	3	5	0
Cluster-7853.14581	40	28	3	4	2	18	6	7	1	13	6	1
Cluster-7853.14582	72	14	9	7	7	10	11	12	7	11	85	2
Cluster-7853.14583	81	1	1	3	0	2	1	3	2	4	6	0
Cluster-7853.14584	64	60	10	11	4	82	18	36	7	19	31	5
Cluster-7853.14585	58	21	3	2	9	15	4	11	2	20	12	3
Cluster-7853.14586	128	42	18	7	10	29	21	26	6	23	49	6
Cluster-7853.14587	53	3	4	2	0	6	3	5	0	5	8	2
Cluster-7853.14588	114	114	45	25	19	47	44	93	13	26	57	7
Cluster-7853.14589	468	583	237	199	103	239	151	379	182	185	318	48
Cluster-7853.14590	51	16	3	2	2	15	5	16	2	7	6	0
Cluster-7853.14591	119	66	32	16	1	28	25	18	10	21	58	10
Cluster-7853.14592	33	23	7	3	2	9	7	11	3	32	17	1
Cluster-7853.14593	1116	594	396	167	144	303	361	397	171	319	568	103
Cluster-7853.14594	341	53	74	26	13	100	41	93	27	59	40	7
Cluster-7853.14595	66	92	44	12	12	28	19	50	5	20	40	6
Cluster-7853.14596	204241	153036	98790	90385	50016	73206	124738	128359	55605	63802	189911	93391
Cluster-7853.14597	108	36	36	11	7	31	16	40	8	19	17	3
Cluster-7853.14598	110	59	8	25	8	34	22	24	8	16	33	5
Cluster-7853.14599	20	21	14	4	2	11	12	10	2	8	6	2
Cluster-7853.14600	13	2	2	2	0	1	0	1	2	1	1	0
Cluster-7853.14601	10	8	1	1	0	1	0	37	1	2	0	1
Cluster-7853.14602	16	66	1	3	0	1	2	5	1	3	12	1
Cluster-7853.14603	145	30	12	7	8	19	14	15	2	13	20	5
Cluster-7853.14604	142	31	8	33	16	23	19	29	11	23	34	3
Cluster-7853.14605	10	17	1	1	0	0	2	2	0	8	4	0
Cluster-7853.14606	14	8	2	3	0	5	3	3	3	11	5	0
Cluster-7853.14607	12	3	3	3	1	3	3	21	1	0	6	1
Cluster-7853.14608	11	19	1	0	1	5	0	7	0	3	4	0
Cluster-7853.14609	44	36	4	4	7	11	11	55	4	10	12	1
Cluster-7853.14610	1401	766	596	211	162	422	481	415	157	349	730	139
Cluster-7853.14611	177	113	27	33	19	76	64	33	13	35	59	9
Cluster-7853.14612	17	11	8	4	5	15	2	28	1	9	7	2
Cluster-7853.14613	20	1	0	1	1	0	0	0	0	1	6	0
Cluster-7853.14614	3	0	0	0	0	21	0	1	0	0	2	0
Cluster-7853.14615	14	0	0	0	0	0	1	0	0	0	0	0
Cluster-7853.14616	154	15	5	10	4	27	10	17	2	21	16	1
Cluster-7853.14617	28	10	0	1	1	4	1	5	1	0	3	0
Cluster-7853.14618	5	5	0	0	0	0	0	11	0	0	5	0
Cluster-7853.14619	90947	43207	52672	30538	25488	44436	35781	27477	23722	26564	22151	28545
Cluster-7853.14620	34440	15316	18553	8738	7437	13719	13129	11677	6884	8196	9521	8444
Cluster-7853.14621	6659	3054	1874	945	654	1664	2475	2089	749	1598	3469	727
Cluster-7853.14622	3	0	0	0	1	0	1	7	0	2	1	1
Cluster-7853.14623	2	4	0	1	0	0	1	0	0	12	5	1
Cluster-7853.14624	292	36	24	8	6	29	21	42	8	12	59	2
Cluster-7853.14625	64	23	10	21	10	32	15	88	11	20	21	4
Cluster-7853.14626	511	332	79	111	41	155	116	166	56	109	189	43
Cluster-7853.14627	4956	2381	1384	988	515	1559	1707	1951	641	1263	2384	568
Cluster-7853.14628	25	58	6	3	1	106	1	3	1	13	9	0
Cluster-7853.14629	136	63	36	30	16	171	30	25	21	39	47	15
Cluster-7853.14630	113	46	10	29	13	36	28	110	8	29	36	8
Cluster-7853.14631	12	5	0	0	0	26	0	0	0	5	6	1
Cluster-7853.14632	623	337	115	159	77	275	175	319	78	164	247	53
Cluster-7853.14633	45924	22006	14425	6382	4351	11410	16973	14663	5061	11477	23638	4958
Cluster-7853.14634	212	80	64	20	18	40	41	50	15	36	73	17
Cluster-7853.14635	4	2	0	1	0	1	0	0	1	1	3	1
Cluster-7853.14636	3073	1497	921	416	255	761	1006	996	353	738	1527	307
Cluster-7853.14637	75	15	3	1	11	21	3	6	1	6	29	1
Cluster-7853.14638	82	58	13	28	14	42	37	29	19	21	67	6
Cluster-7853.14639	321	181	68	49	38	70	98	110	25	70	154	18
Cluster-7853.14640	8	2	0	0	0	31	3	0	0	1	43	0
Cluster-7853.14641	42	20	7	3	4	20	5	8	3	6	14	2
Cluster-7853.14642	3	1	1	1	2	1	1	2	0	1	0	0
Cluster-7853.14643	55	13	10	3	0	4	4	7	3	3	11	0
Cluster-7853.14644	4152	3396	3271	3565	3935	5052	4423	3924	2654	4132	4118	3653
Cluster-7853.14645	23052	17768	17909	19963	21558	25155	25875	22350	15363	21654	23279	20971
Cluster-7853.14646	15209	13764	13881	20809	21290	23418	17203	16442	14422	20232	19606	20944
Cluster-7853.14647	3928	3520	3785	5128	5243	6119	4550	4089	3759	5547	5396	5489
Cluster-7853.14648	17794	13776	13898	16173	16898	20127	19320	17272	12209	17284	17683	16486
Cluster-7853.14649	70174	98206	77574	63730	52076	57421	60568	76417	85646	67650	93872	95316
Cluster-7853.14650	3712	3848	3613	2139	1522	1391	4030	4854	3800	2793	1893	3559
Cluster-7853.14651	77756	43363	28891	20770	10439	19749	48246	42537	13067	15629	59201	23970
Cluster-7853.14652	3	0	0	0	2	0	0	3	0	2	4	2
Cluster-7853.14653	22	17	1	0	0	33	4	6	3	10	14	1
Cluster-7853.14654	3	1	0	0	0	12	2	2	0	0	1	0
Cluster-7853.14655	141	14	8	7	12	37	13	23	12	48	13	0
Cluster-7853.14656	965	394	118	230	71	332	152	421	82	204	269	77
Cluster-7853.14657	40	31	4	9	4	16	9	62	6	13	20	6
Cluster-7853.14658	42	103	0	2	2	6	10	17	2	12	14	4
Cluster-7853.14659	19	9	6	4	2	21	8	6	2	5	14	0
Cluster-7853.14660	146	81	42	51	16	78	32	139	21	50	60	18
Cluster-7853.14661	270	134	66	30	16	78	51	79	26	61	117	19
Cluster-7853.14662	1722	2127	10716	4875	2356	2223	1358	7143	4018	5270	2048	4726
Cluster-7853.14663	2819	4069	13747	7365	4153	4071	2951	9440	5694	7338	4216	6944
Cluster-7853.14664	89	39	7	3	12	28	6	12	4	22	30	4
Cluster-7853.14665	46931	41564	31756	15849	15323	24463	38527	38675	23255	23285	34038	25871
Cluster-7853.14666	301	198	79	23	4	3	28	51	4	0	17	13
Cluster-7853.14667	272	243	88	29	9	8	47	54	10	5	23	7
Cluster-7853.14668	301	249	78	25	26	12	70	75	26	11	18	16
Cluster-7853.14669	320	170	223	183	135	188	150	239	118	143	275	108
Cluster-7853.14670	81	8	5	2	0	7	1	6	1	7	5	0
Cluster-7853.14671	10	7	6	1	1	47	2	4	0	0	10	3
Cluster-7853.14672	23	28	5	4	2	32	5	5	3	11	10	0
Cluster-7853.14673	9	4	2	1	2	189	1	4	3	7	4	1
Cluster-7853.14674	4614	3957	3235	4367	4377	4602	4258	3941	2768	4249	4589	3958
Cluster-7853.14675	8212	8082	6505	9274	9061	9711	7401	7375	5689	9096	9159	8327
Cluster-7853.14676	16469	16166	13264	22139	21105	19727	15021	15052	12930	19063	18471	19263
Cluster-7853.14677	101	4	2	4	4	4	1	2	2	4	6	2
Cluster-7853.14678	3058	1705	884	441	282	735	1009	953	343	660	1383	245
Cluster-7853.14679	102	62	19	13	8	19	34	28	8	18	43	9
Cluster-7853.14680	39	2	0	2	1	2	3	12	0	3	1	1
Cluster-7853.14681	16	14	3	1	0	31	3	5	1	7	16	1
Cluster-7853.14682	36	50	6	2	2	128	3	12	0	39	29	2
Cluster-7853.14683	11	47	2	0	0	82	2	1	1	18	9	0
Cluster-7853.14684	5	8	0	1	1	1	0	5	0	12	1	0
Cluster-7853.14685	24	0	19	4	1	1	100	76	35	64	1	0
Cluster-7853.14686	15	11	22	38	30	31	109	43	16	58	29	32
Cluster-7853.14687	16	8	10	17	9	10	14	19	11	22	9	15
Cluster-7853.14688	5	3	11	8	13	10	45	54	31	13	22	27
Cluster-7853.14689	1	4	1	1	1	1	0	1	3	0	0	1
Cluster-7853.14690	1	0	1	0	1	0	2	10	1	0	0	3
Cluster-7853.14691	12	6	5	8	4	5	7	21	17	10	8	5
Cluster-7853.14692	63	87	103	243	214	315	194	132	226	174	185	104
Cluster-7853.14693	91	125	100	350	301	401	173	110	207	274	224	119
Cluster-7853.14694	738	266	2652	1129	2203	1802	2729	1845	1183	1721	1887	908
Cluster-7853.14695	29	24	12	63	39	64	33	2	11	32	33	44
Cluster-7853.14696	17	11	6	13	5	4	6	9	18	3	13	5
Cluster-7853.14697	25	40	12	25	5	18	35	12	21	5	10	3
Cluster-7853.14698	341	1082	4	2	1	1	3	0	3	1	1	0
Cluster-7853.14699	17	1	0	2	0	0	14	14	1	28	0	0
Cluster-7853.14700	0	0	0	0	0	0	3	0	0	10	7	8
Cluster-7853.14701	3	7	3	3	4	1	6	7	5	4	5	6
Cluster-7853.14702	7	0	1	0	2	1	2	2	1	5	0	0
Cluster-7853.14703	1	10	0	0	17	1	0	11	0	1	0	1
Cluster-7853.14704	5	11	11	3	1	0	5	21	24	1	2	3
Cluster-7853.14705	9	8	10	338	219	277	10	8	5	869	1040	633
Cluster-7853.14706	67	73	37	34	45	33	41	49	25	31	31	23
Cluster-7853.14707	32	13	23	87	63	52	24	20	13	42	79	77
Cluster-7853.14708	64	50	59	55	58	38	28	77	34	91	63	81
Cluster-7853.14709	33	38	16	9	12	3	10	8	4	15	16	11
Cluster-7853.14710	207	188	374	810	568	506	318	441	312	929	662	913
Cluster-7853.14711	392	596	1946	1380	1039	1127	1015	1278	1988	1447	897	1670
Cluster-7853.14712	63	75	212	1001	629	504	250	372	273	896	779	853
Cluster-7853.14713	39	8	14	4	3	7	16	32	4	0	5	5
Cluster-7853.14714	128	70	59	72	95	59	57	122	70	120	95	133
Cluster-7853.14715	3	0	0	13	3	10	1	0	0	1	6	0
Cluster-7853.14716	100	80	95	78	107	83	57	143	64	197	104	157
Cluster-7853.14717	17	8	8	3	5	4	4	8	7	6	4	6
Cluster-7853.14718	1	0	0	0	12	2	24	32	36	0	8	0
Cluster-7853.14719	25	30	10	28	14	3	27	38	7	6	24	12
Cluster-7853.14720	118	202	59	73	51	21	172	84	143	55	48	67
Cluster-7853.14721	6	2	3	9	0	2	7	2	12	2	6	1
Cluster-7853.14722	19	7	8	8	7	4	17	23	22	10	17	17
Cluster-7853.14723	13	10	24	5	13	5	11	21	9	5	2	10
Cluster-7853.14724	125	108	63	39	36	32	111	125	92	50	46	88
Cluster-7853.14725	6	7	6	3	4	5	10	9	5	4	1	2
Cluster-7853.14726	5	2	11	6	15	6	6	7	3	13	9	14
Cluster-7853.14727	43	21	29	33	14	13	11	6	4	26	31	12
Cluster-7853.14728	70	23	42	29	27	32	70	57	28	16	48	27
Cluster-7853.14729	26	18	21	5	9	5	31	34	8	11	10	7
Cluster-7853.14730	11	10	10	9	2	3	0	2	0	3	1	2
Cluster-7853.14731	0	3	2	3	2	0	0	1	1	1	2	0
Cluster-7853.14732	6	7	6	0	4	1	15	4	8	10	4	3
Cluster-7853.14733	38	10	6	5	9	6	9	4	3	2	3	2
Cluster-7853.14734	54	53	22	62	99	71	40	28	28	33	38	23
Cluster-7853.14735	101	152	17	112	99	109	278	106	118	163	234	82
Cluster-7853.14736	5	6	4	20	4	7	7	9	11	26	14	8
Cluster-7853.14737	36	37	17	53	133	46	25	19	14	29	32	35
Cluster-7853.14738	17	14	14	18	20	15	27	33	17	24	26	16
Cluster-7853.14739	39	37	11	63	137	53	51	38	19	26	35	23
Cluster-7853.14740	1	1	0	0	0	0	1	4	1	5	3	2
Cluster-7853.14741	14	13	23	19	22	11	7	14	6	9	12	1
Cluster-7853.14742	25	21	0	47	10	17	55	33	33	28	27	29
Cluster-7853.14743	9	6	9	6	9	6	4	8	26	10	29	32
Cluster-7853.14744	6	13	6	8	5	12	1	1	1	1	2	0
Cluster-7853.14745	6	4	3	8	2	4	5	1	11	14	16	0
Cluster-7853.14746	82	113	85	40	45	35	56	78	50	34	24	46
Cluster-7853.14747	2	6	4	2	1	1	7	9	3	3	2	1
Cluster-7853.14748	28	36	11	20	8	21	28	31	13	39	21	13
Cluster-7853.14749	2	1	0	0	0	0	36	40	34	37	23	30
Cluster-7853.14750	16	1	27	4	50	3	6	10	28	32	7	24
Cluster-7853.14751	15	11	22	47	46	14	9	33	25	111	14	21
Cluster-7853.14752	7	20	4	8	13	4	14	19	13	9	13	11
Cluster-7853.14753	6	2	7	7	1	4	7	4	2	1	0	0
Cluster-7853.14754	2	1	2	2	2	5	5	5	11	13	11	28
Cluster-7853.14755	11	16	18	33	18	23	3	8	9	13	3	8
Cluster-7853.14756	1	22	11	14	1	12	14	5	16	2	2	0
Cluster-7853.14757	23	4	12	7	12	3	2	13	11	2	1	7
Cluster-7853.14758	1	3	1	0	2	2	1	2	1	0	1	1
Cluster-7853.14759	59	36	48	25	13	16	21	26	19	15	23	13
Cluster-7853.14760	1	0	1	1	1	2	5	2	1	0	1	0
Cluster-7853.14761	6	7	5	4	2	1	6	9	6	5	8	4
Cluster-7853.14762	32	30	19	14	12	8	14	22	16	16	13	6
Cluster-7853.14763	45	28	48	33	27	14	53	114	46	44	44	45
Cluster-7853.14764	842	535	830	702	710	669	849	899	655	972	734	1332
Cluster-7853.14765	2	0	1	0	0	0	0	0	1	3	4	0
Cluster-7853.14766	9	2	1	6	6	3	4	8	6	4	8	4
Cluster-7853.14767	0	0	2	0	0	2	0	2	1	1	2	1
Cluster-7853.14768	20	25	13	31	4	9	42	32	87	113	184	84
Cluster-7853.14769	140	46	39	45	55	67	65	39	22	47	64	28
Cluster-7853.14770	82	54	35	44	39	31	64	76	23	37	81	57
Cluster-7853.14771	18	20	12	42	21	12	17	28	11	13	25	8
Cluster-7853.14772	17	11	0	3	4	5	4	3	1	1	4	0
Cluster-7853.14773	7	14	7	12	3	7	2	1	0	0	7	2
Cluster-7853.14774	9	3	11	5	8	4	18	16	11	6	8	9
Cluster-7853.14775	19	13	10	9	16	9	6	9	6	13	2	18
Cluster-7853.14776	3	6	6	6	1	2	3	1	6	1	2	4
Cluster-7853.14777	47	60	62	73	46	34	39	54	66	45	40	46
Cluster-7853.14778	4	9	12	5	1	2	10	9	5	4	8	0
Cluster-7853.14779	31	1	22	0	1	3	2	51	1	0	4	6
Cluster-7853.14780	0	0	1	0	0	0	5	0	0	0	2	1
Cluster-7853.14781	2	11	67	4	3	19	0	28	0	4	28	18
Cluster-7853.14782	7	4	13	5	4	3	7	2	6	7	5	11
Cluster-7853.14783	29	4	2	7	4	4	12	2	2	0	0	2
Cluster-7853.14784	45	28	20	36	22	32	23	36	16	58	55	94
Cluster-7853.14785	126	93	50	151	99	64	56	88	44	90	134	150
Cluster-7853.14786	9	8	1	8	5	1	8	4	6	7	3	5
Cluster-7853.14787	58	43	49	21	26	9	36	44	44	26	14	20
Cluster-7853.14788	127	68	37	59	67	50	49	75	61	47	75	65
