	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D2	D3
Cluster-7853.14789	20	13	5	15	19	11	9	7	15	10	7	3
Cluster-7853.14790	84	80	238	341	413	260	247	199	152	206	253	250
Cluster-7853.14791	4	12	12	75	23	29	3	6	12	30	233	6
Cluster-7853.14792	6	16	8	4	7	4	3	14	7	16	6	5
Cluster-7853.14793	5	5	4	7	2	2	4	8	8	2	5	3
Cluster-7853.14794	17	14	69	77	23	41	23	75	71	55	4	61
Cluster-7853.14795	13	3	1	3	5	10	5	11	6	3	4	2
Cluster-7853.14796	5	5	4	5	4	3	6	5	3	5	4	2
Cluster-7853.14797	133	77	22	73	45	21	7	1	18	23	12	33
Cluster-7853.14798	50	22	16	25	12	8	20	20	15	24	16	29
Cluster-7853.14799	20	3	12	4	6	13	33	26	14	2	12	10
Cluster-7853.14800	55	6	50	19	45	6	386	393	102	290	208	236
Cluster-7853.14801	998	1213	1883	1605	1622	1664	1358	1864	2281	1405	1402	1661
Cluster-7853.14802	4	0	1	0	0	0	1	3	3	7	2	0
Cluster-7853.14803	113	2	41	5	3	1	68	104	1	0	1	31
Cluster-7853.14804	61	2	14	0	2	1	32	122	1	1	1	31
Cluster-7853.14805	2	0	0	7	3	2	0	1	0	4	5	1
Cluster-7853.14806	8	1	2	23	18	6	4	12	86	15	4	52
Cluster-7853.14807	130	41	3	63	2	20	73	2	1	45	1	33
Cluster-7853.14808	27	30	52	39	50	23	6	25	35	4	3	8
Cluster-7853.14809	5	4	3	0	2	0	5	11	9	12	10	0
Cluster-7853.14810	16	13	6	6	11	10	20	29	14	11	11	6
Cluster-7853.14811	43	29	21	12	12	22	56	15	21	15	26	12
Cluster-7853.14812	11	26	14	123	369	459	11	14	22	345	61	11
Cluster-7853.14813	5	5	3	4	0	1	7	5	3	4	2	3
Cluster-7853.14814	158	109	75	86	79	76	85	93	79	111	89	82
Cluster-7853.14815	177	118	116	116	111	95	158	165	179	129	160	147
Cluster-7853.14816	51	34	47	17	13	15	15	9	32	15	6	7
Cluster-7853.14817	15	11	17	5	7	23	59	101	15	43	45	44
Cluster-7853.14818	33	26	35	69	70	37	20	32	39	42	46	46
Cluster-7853.14819	10	10	12	6	4	0	12	9	10	4	3	4
Cluster-7853.14820	6	2	1	6	2	2	0	2	2	5	1	4
Cluster-7853.14821	14	7	15	15	9	4	6	15	23	8	9	10
Cluster-7853.14822	5	8	4	13	3	5	6	9	8	12	14	9
Cluster-7853.14823	5	3	7	4	6	3	6	2	4	4	2	7
Cluster-7853.14824	7	2	6	7	6	0	4	6	16	7	9	6
Cluster-7853.14825	59	30	18	22	16	18	40	27	17	31	31	12
Cluster-7853.14826	19	18	38	30	35	46	44	34	61	63	30	57
Cluster-7853.14827	29	22	42	73	48	73	35	20	58	22	30	39
Cluster-7853.14828	10	9	12	5	7	21	6	81	12	5	7	9
Cluster-7853.14829	62	43	97	47	39	32	95	45	110	21	48	35
Cluster-7853.14830	55	57	90	159	156	117	81	118	186	180	150	137
Cluster-7853.14831	1	2	4	5	4	4	2	12	3	24	11	15
Cluster-7853.14832	2	2	21	40	49	8	6	8	3	15	13	9
Cluster-7853.14833	6	7	6	10	1	10	7	5	2	2	1	6
Cluster-7853.14834	189	139	152	85	84	86	134	135	76	49	112	50
Cluster-7853.14835	39	23	40	34	38	30	13	22	27	13	9	18
Cluster-7853.14836	214	158	194	120	121	98	226	238	188	97	133	120
Cluster-7853.14837	13	6	8	15	8	4	9	11	9	5	5	11
Cluster-7853.14838	27	12	20	14	2	2	3	9	0	41	14	1
Cluster-7853.14839	20	17	7	9	15	4	2	10	5	6	12	8
Cluster-7853.14840	1	1	2	9	0	4	4	13	2	9	17	9
Cluster-7853.14841	8	11	8	4	1	9	5	5	1	2	2	1
Cluster-7853.14842	2	1	4	1	1	1	0	15	7	21	1	6
Cluster-7853.14843	44	58	50	63	62	72	48	100	17	83	99	39
Cluster-7853.14844	10	5	10	3	2	7	4	5	4	5	2	2
Cluster-7853.14845	3	0	10	17	12	24	46	11	6	38	42	25
Cluster-7853.14846	7	14	5	21	10	14	6	12	8	17	12	11
Cluster-7853.14847	62	29	17	20	45	30	41	28	5	33	27	26
Cluster-7853.14848	10	0	4	0	0	0	0	0	0	0	0	0
Cluster-7853.14849	1203	315	2999	1327	2258	2572	3298	2230	890	1712	3388	751
Cluster-7853.14850	264	110	1240	357	795	743	1004	737	368	698	701	271
Cluster-7853.14851	5304	1337	14029	6484	11870	9755	15911	10855	4289	10350	11463	4870
Cluster-7853.14852	1985	810	7969	3792	7826	6468	7045	5039	2867	5500	5767	2433
Cluster-7853.14853	212	115	1076	234	565	529	750	592	309	571	523	180
Cluster-7853.14854	6314	2449	24971	12547	24447	18113	23301	15839	9675	16957	17453	7432
Cluster-7853.14855	410	1095	124	176	213	491	312	174	263	611	861	1299
Cluster-7853.14856	611	1576	152	354	459	960	403	315	481	1219	1390	2180
Cluster-7853.14857	8	7	3	5	2	5	5	2	3	7	5	9
Cluster-7853.14858	6	2	1	13	6	5	1	2	3	0	0	1
Cluster-7853.14859	9	3	3	1	4	0	0	1	0	1	1	4
Cluster-7853.14860	18	23	26	5	2	3	36	26	16	9	6	8
Cluster-7853.14861	1	4	2	7	5	7	0	0	1	2	2	1
Cluster-7853.14862	8	1	4	0	1	0	19	22	13	0	3	0
Cluster-7853.14863	283	103	85	82	61	54	99	88	73	31	70	48
Cluster-7853.14864	57	27	28	22	33	24	14	41	10	25	19	10
Cluster-7853.14865	12	9	3	6	4	6	3	10	1	6	5	2
Cluster-7853.14866	19	5	10	1	9	9	4	8	0	4	2	1
Cluster-7853.14867	0	0	0	0	2	1	0	0	1	1	0	1
Cluster-7853.14868	295	117	137	121	94	38	315	278	126	54	126	81
Cluster-7853.14869	0	0	0	5	1	1	0	0	0	1	3	0
Cluster-7853.14870	93	72	54	145	111	72	70	69	58	67	119	184
Cluster-7853.14871	20	7	11	32	21	15	11	15	11	20	13	13
Cluster-7853.14872	97	112	98	391	452	293	59	72	96	229	294	409
Cluster-7853.14873	10	9	8	7	5	2	3	6	0	5	0	5
Cluster-7853.14874	32	48	44	80	107	63	24	22	62	52	51	86
Cluster-7853.14875	47	1	39	1	4	4	5	73	1	3	2	14
Cluster-7853.14876	3	2	3	5	7	5	7	2	8	8	6	7
Cluster-7853.14877	4	1	6	7	3	4	3	20	15	15	15	9
Cluster-7853.14878	1	3	22	31	4	20	6	1	14	9	5	14
Cluster-7853.14879	153	252	160	354	612	360	198	123	497	525	250	417
Cluster-7853.14880	2	3	0	5	3	2	1	0	2	2	13	10
Cluster-7853.14881	1	2	0	0	0	1	17	14	6	21	0	5
Cluster-7853.14882	1	4	1	4	4	4	3	3	2	8	12	7
Cluster-7853.14883	13	47	23	25	16	9	16	38	24	1	20	29
Cluster-7853.14884	99	112	5	37	21	36	7	15	1	14	2	22
Cluster-7853.14885	7	9	8	4	7	5	14	16	17	18	15	15
Cluster-7853.14886	18	12	2	15	0	4	1	4	0	1	1	0
Cluster-7853.14887	21	5	18	14	16	6	11	24	31	9	15	12
Cluster-7853.14888	9	3	3	2	0	7	6	4	6	1	2	0
Cluster-7853.14889	0	0	0	1	0	0	0	4	2	0	2	1
Cluster-7853.14890	7	3	1	5	8	5	2	3	0	0	4	0
Cluster-7853.14891	13	10	6	5	6	10	8	8	10	8	9	7
Cluster-7853.14892	64	74	61	106	89	85	3	6	9	10	37	46
Cluster-7853.14893	90934	30571	48257	12220	11985	13525	35817	31406	15082	11005	19005	16827
Cluster-7853.14894	91834	36939	48964	15322	14254	16852	36319	32319	18072	13636	22674	17258
Cluster-7853.14895	40235	35009	44402	33296	23090	28157	18202	12252	38228	22902	9039	22208
Cluster-7853.14896	43031	38819	47629	36533	25603	30853	19686	13467	41653	25516	9688	24017
Cluster-7853.14897	13256	9930	13891	7849	5370	7689	5867	4119	8745	6271	2669	6013
Cluster-7853.14898	10993	8241	13570	8553	5222	7168	4919	3358	9938	5842	1591	6091
Cluster-7853.14899	16845	13830	15465	9325	6705	9822	7355	5297	10819	7987	4881	6798
Cluster-7853.14900	18167	14054	16624	9208	6807	9973	7793	5678	10394	8063	4887	6894
Cluster-7853.14901	38498	22146	41330	18981	13099	17351	17206	10994	21582	14019	5863	20032
Cluster-7853.14902	37905	36174	42280	34700	24105	29139	17308	11739	39275	23599	9087	21101
Cluster-7853.14903	49219	29852	52198	25663	18146	23215	22331	14791	29191	19132	8021	26374
Cluster-7853.14904	48847	31575	52927	27972	19668	24954	21911	14592	32304	20421	7993	26499
Cluster-7853.14905	10994	8297	10240	5271	3854	5833	4605	3356	5966	4702	2925	4197
Cluster-7853.14906	8207	8907	9403	7403	5177	7131	3507	2629	8711	5707	2191	4360
Cluster-7853.14907	4202	2559	4294	1902	1408	2084	1878	1263	2326	1605	611	1790
Cluster-7853.14908	6364	4825	6470	3360	2493	3675	2756	1927	4079	2985	1463	2625
Cluster-7853.14909	12373	11150	9549	5474	4461	6667	5373	4071	6458	5285	5079	3845
Cluster-7853.14910	18169	12243	19045	9713	6862	9896	7899	5477	11237	7951	3100	8325
Cluster-7853.14911	17273	17965	19221	16521	11746	13963	7877	5540	19523	11075	4548	9915
Cluster-7853.14912	4787	5284	5610	3532	2498	4057	1985	1329	4225	3125	1195	2322
Cluster-7853.14913	496	1619	3995	3352	1553	1945	233	330	3801	1412	40	1770
Cluster-7853.14914	859	2177	3044	3571	1815	2487	369	312	4054	1709	170	1356
Cluster-7853.14915	2	0	3	2	4	4	21	6	2	1	0	0
Cluster-7853.14916	3	3	0	13	13	13	23	6	6	2	22	43
Cluster-7853.14917	0	3	0	0	10	1	9	3	4	18	28	42
Cluster-7853.14918	3	0	5	4	4	0	0	3	1	1	3	1
Cluster-7853.14919	14	30	2	30	23	9	0	1	6	4	6	6
Cluster-7853.14920	3	9	4	4482	1726	989	2	5	13	811	529	902
Cluster-7853.14921	4	0	11	23	14	8	8	4	7	1	2	5
Cluster-7853.14922	3	6	8	22	25	8	0	2	1	1	1	2
Cluster-7853.14923	88	70	62	74	81	57	33	72	81	51	56	78
Cluster-7853.14924	7	14	13	18	15	5	5	8	9	6	7	9
Cluster-7853.14925	33	41	56	36	31	20	18	2	2	0	0	1
Cluster-7853.14926	28	39	45	20	42	17	24	43	44	28	17	32
Cluster-7853.14927	6	8	16	9	13	8	15	13	4	19	17	8
Cluster-7853.14928	52	30	12	21	20	18	22	18	8	16	15	10
Cluster-7853.14929	7	2	3	1	1	2	0	3	12	7	15	4
Cluster-7853.14930	862	580	891	291	278	592	814	1102	595	529	727	503
Cluster-7853.14931	4	16	10	27	61	72	11	9	5	68	11	2
Cluster-7853.14932	8	3	4	2	2	0	30	16	7	20	25	11
Cluster-7853.14933	2	3	7	2	2	9	24	38	6	11	22	15
Cluster-7853.14934	8	17	25	6	10	4	2	2	4	9	0	3
Cluster-7853.14935	1	1	7	1	2	7	3	6	9	6	4	6
Cluster-7853.14936	21	12	6	10	9	3	15	5	27	28	8	5
Cluster-7853.14937	32	27	17	19	12	40	30	53	11	42	32	117
Cluster-7853.14938	174	102	316	137	415	128	124	157	118	109	145	88
Cluster-7853.14939	178	116	91	45	29	54	156	123	50	45	74	45
Cluster-7853.14940	204	148	152	101	85	113	180	203	94	74	129	68
Cluster-7853.14941	77	75	71	96	109	93	46	80	55	95	102	104
Cluster-7853.14942	49	30	36	67	48	38	11	14	3	4	11	2
Cluster-7853.14943	37	12	9	11	9	12	10	11	6	10	25	11
Cluster-7853.14944	21	16	14	65	64	31	36	30	40	23	21	21
Cluster-7853.14945	4	1	18	35	42	55	78	51	6	73	115	76
Cluster-7853.14946	1	0	11	1	1	12	8	15	1	5	1	5
Cluster-7853.14947	8	6	6	4	8	6	15	12	10	8	15	12
Cluster-7853.14948	9	8	8	40	24	18	18	17	40	35	26	11
Cluster-7853.14949	3	6	7	2	15	3	4	7	4	3	3	2
Cluster-7853.14950	7	5	4	2	7	3	1	7	2	2	5	5
Cluster-7853.14951	17	0	2	1	1	4	16	5	5	0	4	1
Cluster-7853.14952	98	52	43	45	75	70	62	60	49	41	48	39
Cluster-7853.14953	118	77	64	54	53	42	109	97	37	32	84	47
Cluster-7853.14954	55	93	30	84	69	24	90	48	88	123	105	115
Cluster-7853.14955	9	4	2	5	7	2	2	9	3	12	2	9
Cluster-7853.14956	95	90	34	45	29	32	75	106	66	70	82	65
Cluster-7853.14957	118	40	0	17	12	5	51	60	2	9	12	1
Cluster-7853.14958	20	11	12	16	8	11	10	14	11	4	10	15
Cluster-7853.14959	33	14	13	23	22	19	20	15	16	20	27	68
Cluster-7853.14960	64	65	23	9	8	8	5	11	12	2	12	2
Cluster-7853.14961	69	28	36	13	9	10	105	129	87	23	59	21
Cluster-7853.14962	3	0	1	2	2	5	4	3	2	6	2	8
Cluster-7853.14963	13	4	6	7	7	5	16	19	13	10	14	7
Cluster-7853.14964	378	743	383	366	130	260	134	182	135	122	113	91
Cluster-7853.14965	21	22	4	8	7	12	14	12	11	4	6	9
Cluster-7853.14966	14	10	9	36	38	11	14	24	26	17	16	13
Cluster-7853.14967	26	33	13	11	17	17	15	26	15	19	18	14
Cluster-7853.14968	99	81	86	25	26	23	56	35	22	27	23	20
Cluster-7853.14969	6	13	11	13	7	7	6	16	2	15	8	12
Cluster-7853.14970	1	2	0	3	0	1	7	1	1	5	2	2
Cluster-7853.14971	8	11	3	14	21	7	2	9	12	1	2	15
Cluster-7853.14972	34	37	31	26	28	19	28	38	21	40	37	27
Cluster-7853.14973	777	2010	196	425	549	1140	475	371	592	1441	1814	2852
Cluster-7853.14974	474	616	64	299	338	981	259	334	475	582	662	1165
Cluster-7853.14975	25	20	21	0	8	7	12	18	24	9	17	6
Cluster-7853.14976	38	52	25	65	45	39	15	23	24	52	30	44
Cluster-7853.14977	49	32	34	12	13	14	100	112	24	58	34	24
Cluster-7853.14978	3	3	3	5	8	3	5	3	2	3	4	6
Cluster-7853.14979	2	2	5	2	1	1	5	5	8	2	3	0
Cluster-7853.14980	29	46	51	455	1047	1262	145	123	255	1699	766	652
Cluster-7853.14981	26	17	19	7	1	7	24	26	13	5	6	9
Cluster-7853.14982	10	14	7	7	6	3	9	22	7	13	8	6
Cluster-7853.14983	24	11	16	12	15	17	11	14	21	13	17	13
Cluster-7853.14984	68	75	108	70	61	60	140	134	114	82	51	51
Cluster-7853.14985	43	65	37	53	36	31	33	30	37	32	35	43
Cluster-7853.14986	145	79	50	40	27	18	53	64	37	37	29	28
Cluster-7853.14987	34	29	16	29	19	23	47	24	26	31	37	18
Cluster-7853.14988	74	44	36	20	18	26	44	54	39	28	25	25
Cluster-7853.14989	25	21	4	13	8	10	2	11	13	11	10	5
Cluster-7853.14990	250	153	138	180	90	154	56	637	71	112	66	121
Cluster-7853.14991	540	339	322	376	238	322	94	618	150	154	92	140
Cluster-7853.14992	301	170	191	227	113	186	58	462	69	95	47	91
Cluster-7853.14993	66	65	89	48	43	26	100	33	45	39	41	37
Cluster-7853.14994	88	86	86	88	68	74	37	53	51	57	37	46
Cluster-7853.14995	4	1	9	3	1	6	3	4	14	2	4	3
Cluster-7853.14996	286	226	192	98	97	119	144	135	164	25	130	96
Cluster-7853.14997	58	61	25	47	23	16	6	20	14	14	10	3
Cluster-7853.14998	15	8	64	16	3	22	163	13	6	24	34	21
Cluster-7853.14999	6	6	2	9	8	6	2	16	8	25	16	3
Cluster-7853.15000	69	59	40	39	39	28	55	54	37	54	49	38
Cluster-7853.15001	8	13	6	10	6	5	12	54	10	37	15	31
Cluster-7853.15002	40	20	30	28	19	14	14	209	20	37	23	19
Cluster-7853.15003	97	67	69	70	50	50	39	270	42	44	42	32
Cluster-7853.15004	194	192	126	161	125	144	180	187	103	163	128	125
Cluster-7853.15005	6	7	6	5	2	4	62	154	106	72	58	69
Cluster-7853.15006	50	18	23	40	51	43	12	16	11	9	13	14
Cluster-7853.15007	21	29	19	6	11	10	2	16	7	5	2	6
Cluster-7853.15008	13	13	13	12	8	8	3	7	13	10	4	9
Cluster-7853.15009	41	41	44	51	43	26	49	48	50	64	46	57
Cluster-7853.15010	16	11	13	9	6	5	5	17	16	12	18	4
Cluster-7853.15011	123	47	2	67	0	25	82	0	1	45	3	27
Cluster-7853.15012	278	265	258	150	201	128	418	254	233	240	234	161
Cluster-7853.15013	20	20	19	15	16	25	24	11	15	17	44	19
Cluster-7853.15014	12	10	16	20	17	8	11	12	20	16	32	17
Cluster-7853.15015	19	20	17	20	12	25	39	27	37	15	19	29
Cluster-7853.15016	9	9	1	9	10	5	5	9	4	5	4	7
Cluster-7853.15017	33	30	23	24	30	20	25	29	14	43	28	26
Cluster-7853.15018	11	20	11	2	0	0	0	14	17	4	5	5
Cluster-7853.15019	30	190	129	1362	2155	1429	150	70	307	370	325	715
Cluster-7853.15020	4	8	14	7	2	5	8	8	13	2	7	2
Cluster-7853.15021	40	0	0	4	0	17	22	17	5	0	1	1
Cluster-7853.15022	3	18	2	11	11	5	11	11	10	10	2	2
Cluster-7853.15023	9	12	10	6	4	3	8	13	11	16	6	5
Cluster-7853.15024	33	41	47	26	29	19	92	43	46	9	23	27
Cluster-7853.15025	18	12	4	42	50	26	19	14	19	11	30	12
Cluster-7853.15026	8	4	6	70	22	10	4	9	6	13	13	13
Cluster-7853.15027	25	23	26	9	4	5	34	24	10	3	11	7
Cluster-7853.15028	277	32	383	550	851	704	605	339	119	277	779	164
Cluster-7853.15029	1023	184	1625	2004	3162	2906	2389	1430	484	1206	3491	669
Cluster-7853.15030	190	46	524	452	922	534	522	336	145	334	435	165
Cluster-7853.15031	67	22	188	258	513	263	136	99	74	135	181	89
Cluster-7853.15032	2	3	37	18	59	33	21	42	16	181	25	14
Cluster-7853.15033	6097	2412	24162	14770	28449	22283	22320	15330	9161	17826	19599	7856
Cluster-7853.15034	1601	602	5055	3305	5899	6118	4844	3365	1457	4169	5140	1341
Cluster-7853.15035	21	6	8	15	3	5	0	6	4	3	1	1
Cluster-7853.15036	72	44	41	51	60	39	24	42	70	40	56	41
Cluster-7853.15037	25	18	22	2	5	12	26	13	14	1	12	3
Cluster-7853.15038	3	4	2	4	2	0	22	13	20	30	3	21
Cluster-7853.15039	31	35	27	59	42	13	5	3	14	27	2	15
Cluster-7853.15040	1	2	1	1	2	0	62	51	1	1	1	34
Cluster-7853.15041	5	1	7	10	48	0	5	4	1	2	3	4
Cluster-7853.15042	214	1011	55	464	688	976	114	60	126	869	501	446
Cluster-7853.15043	4	0	14	4	4	0	3	2	13	0	3	0
Cluster-7853.15044	2	1	2	0	3	1	1	1	0	15	5	11
Cluster-7853.15045	2	0	0	1	1	0	10	5	0	1	10	6
Cluster-7853.15046	4	2	4	7	7	5	22	12	11	1	20	4
Cluster-7853.15047	1280	529	4419	1299	2803	2732	4301	2787	1482	2523	3002	899
Cluster-7853.15048	877	362	3395	1755	3281	3213	2805	2071	1078	3422	2687	944
Cluster-7853.15049	37	11	27	13	13	9	26	21	23	16	20	10
Cluster-7853.15050	64	32	49	12	25	9	49	45	32	44	53	31
Cluster-7853.15051	2900	1062	9225	3807	7417	6944	9518	6315	2982	5624	6885	2154
Cluster-7853.15052	5	2	0	1	1	4	5	1	3	2	0	4
Cluster-7853.15053	85	55	37	50	61	27	36	50	22	34	37	22
Cluster-7853.15054	28	21	19	62	21	10	5	12	10	41	32	36
Cluster-7853.15055	6	6	0	5	5	3	1	9	2	1	3	3
Cluster-7853.15056	63	30	31	77	83	60	40	1	0	2	1	0
Cluster-7853.15057	8	7	8	10	21	6	10	18	4	3	3	2
Cluster-7853.15058	315	85	83	243	234	205	242	7	0	1	6	7
Cluster-7853.15059	44	37	32	53	29	26	19	42	38	34	55	35
Cluster-7853.15060	44	21	40	41	55	45	28	61	18	25	14	28
Cluster-7853.15061	11	19	3	21	18	13	15	15	19	38	25	34
Cluster-7853.15062	13	10	12	23	17	8	6	9	8	5	3	2
Cluster-7853.15063	27	24	28	25	16	21	31	31	29	14	10	15
Cluster-7853.15064	6	12	16	12	14	11	8	4	10	2	1	5
Cluster-7853.15065	62	38	29	14	21	19	16	9	4	4	6	4
Cluster-7853.15066	27	13	3	8	6	1	13	2	0	7	7	2
Cluster-7853.15067	14	29	4	8	10	3	4	1	4	24	5	16
Cluster-7853.15068	76	82	71	132	124	66	73	64	73	49	61	47
Cluster-7853.15069	13	9	6	11	5	13	0	1	5	1	3	1
Cluster-7853.15070	1	5	2	5	0	1	2	0	4	1	3	5
Cluster-7853.15071	5	9	14	7	4	3	18	1	13	3	5	10
Cluster-7853.15072	8	4	10	1	5	2	17	20	11	5	6	6
Cluster-7853.15073	15	12	8	6	8	1	12	8	8	6	5	5
Cluster-7853.15074	29	24	17	24	25	16	25	18	39	28	20	28
Cluster-7853.15075	81	105	221	21	31	39	209	17	37	18	24	9
Cluster-7853.15076	9	0	1	0	0	0	0	3	0	0	1	1
Cluster-7853.15077	58	36	27	47	43	35	80	68	42	27	31	43
Cluster-7853.15078	47	33	29	85	73	34	110	71	70	48	52	71
Cluster-7853.15079	73	49	26	51	38	11	4	0	0	15	22	1
Cluster-7853.15080	57	34	40	103	91	47	45	46	54	44	60	50
Cluster-7853.15081	1	4	3	1	4	1	2	6	5	7	11	5
Cluster-7853.15082	42	32	21	30	16	20	32	22	20	19	25	18
Cluster-7853.15083	21	9	0	3	14	3	6	3	3	5	6	7
Cluster-7853.15084	3	1	2	30	23	5	2	1	1	0	2	3
Cluster-7853.15085	60	70	356	18905	7225	6778	217	999	892	24102	21478	26974
Cluster-7853.15086	25	24	7	34	36	17	13	8	17	25	9	25
Cluster-7853.15087	68	66	42	101	76	26	73	50	114	103	57	72
Cluster-7853.15088	70	48	54	95	93	37	48	57	64	68	49	74
Cluster-7853.15089	169	128	120	107	76	70	150	149	106	131	87	110
Cluster-7853.15090	6	0	6	12	4	5	0	1	2	2	0	6
Cluster-7853.15091	26	16	1	8	1	2	15	0	0	0	0	5
Cluster-7853.15092	30	13	11	69	28	30	9	5	8	99	25	87
Cluster-7853.15093	106	98	86	16	15	17	2	0	0	0	0	0
Cluster-7853.15094	39	28	118	13	6	6	19	149	11	9	20	89
Cluster-7853.15095	155	104	38	39	38	24	100	40	69	30	73	42
Cluster-7853.15096	2	1	0	1	0	1	2	3	3	1	0	1
Cluster-7853.15097	660	719	587	388	333	305	497	519	578	392	383	480
Cluster-7853.15098	35	53	36	365	338	408	64	102	59	88	120	98
Cluster-7853.15099	17	8	5	58	131	35	20	22	6	40	57	38
Cluster-7853.15100	3	1	0	2	1	1	1	2	0	0	1	1
Cluster-7853.15101	46	28	32	118	113	41	49	52	24	16	22	24
Cluster-7853.15102	44	34	54	82	134	105	44	42	43	35	39	36
Cluster-7853.15103	43	20	26	42	49	19	50	45	42	55	38	36
Cluster-7853.15104	39	14	24	28	31	17	24	37	33	22	27	31
Cluster-7853.15105	105	57	83	190	217	98	81	86	105	71	96	73
Cluster-7853.15106	78	64	66	129	117	55	66	44	62	67	50	56
Cluster-7853.15107	89	39	70	99	85	45	103	120	44	48	55	59
Cluster-7853.15108	73	47	31	24	19	18	62	46	32	20	31	11
Cluster-7853.15109	7	9	7	7	4	1	12	9	8	4	3	6
Cluster-7853.15110	1073	840	692	329	240	228	867	870	733	390	436	438
Cluster-7853.15111	16	12	15	4	15	5	11	50	21	8	12	10
Cluster-7853.15112	1766	1385	1391	854	921	1470	1782	1713	898	1219	1559	953
Cluster-7853.15113	17	12	2	5	1	1	4	2	0	0	0	6
Cluster-7853.15114	7	8	28	8	31	27	27	40	21	12	36	5
Cluster-7853.15115	136	307	272	3039	1864	2751	484	570	508	613	573	716
Cluster-7853.15116	12	2	1	5	2	17	1	21	2	0	1	11
Cluster-7853.15117	11	3	7	18	5	12	5	6	11	5	31	5
Cluster-7853.15118	46	19	1	5	1	3	2	2	0	1	13	0
Cluster-7853.15119	52	23	14	29	22	23	22	6	15	7	11	5
Cluster-7853.15120	3	17	2	16	13	7	8	16	14	5	5	11
Cluster-7853.15121	33	30	17	30	22	23	60	47	33	39	25	25
Cluster-7853.15122	10	17	23	33	32	29	12	29	11	20	25	30
Cluster-7853.15123	7	2	10	4	12	4	16	11	13	7	8	4
Cluster-7853.15124	413	478	2534	646	683	624	677	453	680	432	427	468
Cluster-7853.15125	25	34	29	33	25	19	25	23	43	25	14	31
Cluster-7853.15126	52	43	21	95	78	47	52	52	29	65	74	70
Cluster-7853.15127	7	5	3	12	4	1	5	7	6	97	27	4
Cluster-7853.15128	5	1	1	7	7	2	0	0	19	123	59	4
Cluster-7853.15129	45	72	41	218	187	242	63	25	21	49	43	41
Cluster-7853.15130	14	12	12	9	24	18	9	13	18	8	25	31
Cluster-7853.15131	52	32	21	33	27	17	21	24	19	8	24	14
Cluster-7853.15132	1	1	38	3	3	3	6	22	11	3	1	3
Cluster-7853.15133	44	45	41	373	1047	911	53	198	47	174	306	275
Cluster-7853.15134	86	70	70	314	306	189	108	130	73	124	125	169
Cluster-7853.15135	7	4	1	3	1	3	0	1	0	1	0	0
Cluster-7853.15136	16	5	11	506	518	134	15	20	18	15	19	9
Cluster-7853.15137	11	12	6	5	3	3	4	4	4	1	1	3
Cluster-7853.15138	6	9	28	7	4	5	23	0	8	1	3	2
Cluster-7853.15139	29	10	16	5	4	3	1	3	4	1	0	1
Cluster-7853.15140	31	31	11	6	10	13	17	14	13	10	10	3
Cluster-7853.15141	52	68	57	62	56	47	41	42	38	43	54	38
Cluster-7853.15142	155	250	2076	199	190	231	518	175	317	121	181	179
Cluster-7853.15143	27	11	15	18	15	14	26	9	7	8	9	7
Cluster-7853.15144	29	14	14	53	44	21	45	28	24	10	14	27
Cluster-7853.15145	39	22	27	62	53	29	43	41	43	28	25	44
Cluster-7853.15146	13	8	8	87	34	13	17	16	17	61	27	59
Cluster-7853.15147	34	26	27	41	41	21	46	43	42	41	21	25
Cluster-7853.15148	2	0	0	5	0	2	1	0	0	0	22	2
Cluster-7853.15149	28	26	21	31	34	18	28	28	30	19	40	40
Cluster-7853.15150	140	77	71	47	42	28	75	29	61	24	44	35
Cluster-7853.15151	32	22	25	40	9	18	35	19	7	19	26	19
Cluster-7853.15152	1	32	21	9	13	8	11	2	11	15	21	14
Cluster-7853.15153	12	8	20	5	25	11	85	55	35	40	53	42
Cluster-7853.15154	129	19	68	14	12	9	17	36	39	25	18	12
Cluster-7853.15155	10	14	11	13	15	14	10	22	16	18	28	21
Cluster-7853.15156	139	116	12	40	38	94	32	28	19	21	22	15
Cluster-7853.15157	2	4	6	5	4	4	3	2	3	3	2	7
Cluster-7853.15158	6	15	12	8	9	9	7	6	5	5	4	10
Cluster-7853.15159	27	18	26	9	8	3	6	18	8	11	2	6
Cluster-7853.15160	8	12	7	6	3	7	5	3	5	4	4	5
Cluster-7853.15161	40	40	38	59	51	37	50	43	33	59	57	47
Cluster-7853.15162	6	7	16	2	13	13	13	9	13	7	6	10
Cluster-7853.15163	6	13	9	9	7	2	3	5	5	4	4	1
Cluster-7853.15164	15	13	20	9	8	13	3	5	6	6	10	5
Cluster-7853.15165	24	8	7	1	3	1	16	8	11	7	13	4
Cluster-7853.15166	22	26	28	34	32	19	18	17	26	28	3	13
Cluster-7853.15167	43	20	21	22	22	22	32	21	17	19	14	10
Cluster-7853.15168	24	19	60	17	12	10	213	112	113	17	74	413
Cluster-7853.15169	5	10	31	26	70	18	16	11	50	28	22	26
Cluster-7853.15170	190	117	111	39	36	38	147	88	30	38	37	58
Cluster-7853.15171	5	9	6	10	6	8	8	6	5	6	8	5
Cluster-7853.15172	7	4	5	95	33	107	7	0	19	31	64	99
Cluster-7853.15173	31	20	14	20	26	21	10	17	17	26	22	22
Cluster-7853.15174	10	7	10	15	7	3	3	9	6	2	7	6
